,Sensor_id,EMG,qw,qx,qy,qz
2022-02-26 14:01:19.164512,5,0.0,,,,
2022-02-26 14:01:19.165012,5,0.0,,,,
2022-02-26 14:01:19.165512,5,0.0,,,,
2022-02-26 14:01:19.166012,5,0.0,,,,
2022-02-26 14:01:19.166512,5,0.0,,,,
2022-02-26 14:01:19.167012,5,0.0,,,,
2022-02-26 14:01:19.167512,5,0.0,,,,
2022-02-26 14:01:19.168012,5,0.0,,,,
2022-02-26 14:01:19.168512,5,0.0,,,,
2022-02-26 14:01:19.169012,5,0.0,,,,
2022-02-26 14:01:19.169512,5,0.0,,,,
2022-02-26 14:01:19.170012,5,0.0,,,,
2022-02-26 14:01:19.170512,5,0.0,,,,
2022-02-26 14:01:19.171012,5,0.0,,,,
2022-02-26 14:01:19.171512,5,0.0,,,,
2022-02-26 14:01:19.172012,5,0.0,,,,
2022-02-26 14:01:19.172512,5,0.0,,,,
2022-02-26 14:01:19.173012,5,0.0,,,,
2022-02-26 14:01:19.173512,5,0.0,,,,
2022-02-26 14:01:19.174012,5,0.0,,,,
2022-02-26 14:01:19.174512,5,0.0,,,,
2022-02-26 14:01:19.175012,5,0.0,,,,
2022-02-26 14:01:19.175512,5,0.0,,,,
2022-02-26 14:01:19.176012,5,0.0,,,,
2022-02-26 14:01:19.176512,5,0.0,,,,
2022-02-26 14:01:19.177012,5,0.0,,,,
2022-02-26 14:01:19.177512,5,0.0,,,,
2022-02-26 14:01:19.178012,5,0.0,,,,
2022-02-26 14:01:19.178512,5,0.0,,,,
2022-02-26 14:01:19.179012,5,0.0,,,,
2022-02-26 14:01:19.179512,5,0.0,,,,
2022-02-26 14:01:19.180012,5,0.0,,,,
2022-02-26 14:01:19.180512,5,0.0,,,,
2022-02-26 14:01:19.181012,5,0.0,,,,
2022-02-26 14:01:19.181512,5,0.0,,,,
2022-02-26 14:01:19.182012,5,0.0,,,,
2022-02-26 14:01:19.182512,5,0.0,,,,
2022-02-26 14:01:19.183012,5,0.0,,,,
2022-02-26 14:01:19.183512,5,0.0,,,,
2022-02-26 14:01:19.184012,5,0.0,,,,
2022-02-26 14:01:19.184512,5,0.0,,,,
2022-02-26 14:01:19.185012,5,0.0,,,,
2022-02-26 14:01:19.185512,5,0.0,,,,
2022-02-26 14:01:19.186012,5,0.0,,,,
2022-02-26 14:01:19.186512,5,0.0,,,,
2022-02-26 14:01:19.187012,5,0.0,,,,
2022-02-26 14:01:19.187512,5,0.0,,,,
2022-02-26 14:01:19.188012,5,0.0,,,,
2022-02-26 14:01:19.188512,5,0.0,,,,
2022-02-26 14:01:19.189012,5,0.0,,,,
2022-02-26 14:01:19.189512,5,0.0,,,,
2022-02-26 14:01:19.190012,5,0.0,,,,
2022-02-26 14:01:19.190512,5,0.0,,,,
2022-02-26 14:01:19.191012,5,0.0,,,,
2022-02-26 14:01:19.191512,5,0.0,,,,
2022-02-26 14:01:19.192012,5,0.0,,,,
2022-02-26 14:01:19.192512,5,0.0,,,,
2022-02-26 14:01:19.193012,5,0.0,,,,
2022-02-26 14:01:19.193512,5,0.0,,,,
2022-02-26 14:01:19.194012,5,0.0,,,,
2022-02-26 14:01:19.194512,5,0.0,,,,
2022-02-26 14:01:19.195012,5,0.0,,,,
2022-02-26 14:01:19.195512,5,0.0,,,,
2022-02-26 14:01:19.196012,5,0.0,,,,
2022-02-26 14:01:19.196512,5,0.0,,,,
2022-02-26 14:01:19.197012,5,0.0,,,,
2022-02-26 14:01:19.197512,5,0.0,,,,
2022-02-26 14:01:19.198012,5,0.0,,,,
2022-02-26 14:01:19.198512,5,0.0,,,,
2022-02-26 14:01:19.199012,5,0.0,,,,
2022-02-26 14:01:19.199512,5,0.0,,,,
2022-02-26 14:01:19.200012,5,0.0,,,,
2022-02-26 14:01:19.200512,5,0.0,,,,
2022-02-26 14:01:19.201012,5,0.0,,,,
2022-02-26 14:01:19.201512,5,0.0,,,,
2022-02-26 14:01:19.202012,5,0.0,,,,
2022-02-26 14:01:19.202512,5,0.0,,,,
2022-02-26 14:01:19.203012,5,0.0,,,,
2022-02-26 14:01:19.203512,5,0.0,,,,
2022-02-26 14:01:19.204012,5,0.0,,,,
2022-02-26 14:01:19.204512,5,0.0,,,,
2022-02-26 14:01:19.205012,5,0.0,,,,
2022-02-26 14:01:19.205512,5,0.0,,,,
2022-02-26 14:01:19.206012,5,0.0,,,,
2022-02-26 14:01:19.206512,5,0.0,,,,
2022-02-26 14:01:19.207012,5,0.0,,,,
2022-02-26 14:01:19.207512,5,0.0,,,,
2022-02-26 14:01:19.208012,5,0.0,,,,
2022-02-26 14:01:19.208512,5,0.0,,,,
2022-02-26 14:01:19.209012,5,0.0,,,,
2022-02-26 14:01:19.209512,5,0.0,,,,
2022-02-26 14:01:19.210012,5,0.0,,,,
2022-02-26 14:01:19.210512,5,0.0,,,,
2022-02-26 14:01:19.211012,5,0.0,,,,
2022-02-26 14:01:19.211512,5,0.0,,,,
2022-02-26 14:01:19.212012,5,0.0,,,,
2022-02-26 14:01:19.212512,5,0.0,,,,
2022-02-26 14:01:19.213012,5,0.0,,,,
2022-02-26 14:01:19.213512,5,0.0,,,,
2022-02-26 14:01:19.214012,5,0.0,,,,
2022-02-26 14:01:19.214512,5,0.0,,,,
2022-02-26 14:01:19.215012,5,0.0,,,,
2022-02-26 14:01:19.215512,5,0.0,,,,
2022-02-26 14:01:19.216012,5,0.0,,,,
2022-02-26 14:01:19.216512,5,0.0,,,,
2022-02-26 14:01:19.217012,5,0.0,,,,
2022-02-26 14:01:19.217512,5,0.0,,,,
2022-02-26 14:01:19.218012,5,5.245461e-06,,,,
2022-02-26 14:01:19.218512,5,3.054819e-05,,,,
2022-02-26 14:01:19.219012,5,7.5971635e-05,,,,
2022-02-26 14:01:19.219512,5,0.00010890225,,,,
2022-02-26 14:01:19.220012,5,0.00010882684,,,,
2022-02-26 14:01:19.220512,5,9.476505e-05,,,,
2022-02-26 14:01:19.221012,5,8.327625e-05,,,,
2022-02-26 14:01:19.221512,5,7.2029514e-05,,,,
2022-02-26 14:01:19.222012,5,6.330434e-05,,,,
2022-02-26 14:01:19.222512,5,5.8881396e-05,,,,
2022-02-26 14:01:19.223012,5,4.462026e-05,,,,
2022-02-26 14:01:19.223512,5,9.804533e-06,,,,
2022-02-26 14:01:19.224012,5,-3.3797183e-05,,,,
2022-02-26 14:01:19.224512,5,-6.544306e-05,,,,
2022-02-26 14:01:19.225012,5,-7.158563e-05,,,,
2022-02-26 14:01:19.225512,5,-5.7631314e-05,,,,
2022-02-26 14:01:19.226012,5,-4.5667253e-05,,,,
2022-02-26 14:01:19.226512,5,-4.6407422e-05,,,,
2022-02-26 14:01:19.227012,5,-5.013993e-05,,,,
2022-02-26 14:01:19.227512,5,-4.4725384e-05,,,,
2022-02-26 14:01:19.228012,5,-2.7404336e-05,,,,
2022-02-26 14:01:19.228512,5,-4.726649e-06,,,,
2022-02-26 14:01:19.229012,5,1.403903e-05,,,,
2022-02-26 14:01:19.229512,5,2.2655759e-05,,,,
2022-02-26 14:01:19.230012,5,2.3261207e-05,,,,
2022-02-26 14:01:19.230512,5,2.5803736e-05,,,,
2022-02-26 14:01:19.231012,5,3.5955432e-05,,,,
2022-02-26 14:01:19.231512,5,5.0838662e-05,,,,
2022-02-26 14:01:19.232012,5,6.6190114e-05,,,,
2022-02-26 14:01:19.232512,5,7.9177225e-05,,,,
2022-02-26 14:01:19.233012,5,8.74912e-05,,,,
2022-02-26 14:01:19.233512,5,9.2750786e-05,,,,
2022-02-26 14:01:19.234012,5,0.00010039971,,,,
2022-02-26 14:01:19.234512,5,0.00010904109,,,,
2022-02-26 14:01:19.235012,5,0.00011012537,,,,
2022-02-26 14:01:19.235512,5,0.00010256473,,,,
2022-02-26 14:01:19.236012,5,9.54464e-05,,,,
2022-02-26 14:01:19.236512,5,9.8022545e-05,,,,
2022-02-26 14:01:19.237012,5,0.00011255236,,,,
2022-02-26 14:01:19.237512,5,0.0001340344,,,,
2022-02-26 14:01:19.238012,5,0.00015391273,,,,
2022-02-26 14:01:19.238512,5,0.00016355744,,,,
2022-02-26 14:01:19.239012,5,0.00016158978,,,,
2022-02-26 14:01:19.239512,5,0.00015589912,,,,
2022-02-26 14:01:19.240012,5,0.00015305424,,,,
2022-02-26 14:01:19.240512,5,0.00015525328,,,,
2022-02-26 14:01:19.241012,5,0.00016587155,,,,
2022-02-26 14:01:19.241512,5,0.00018448324,,,,
2022-02-26 14:01:19.242012,5,0.00020123436,,,,
2022-02-26 14:01:19.242512,5,0.00020470946,,,,
2022-02-26 14:01:19.243012,5,0.00018890022,,,,
2022-02-26 14:01:19.243512,5,0.00015540492,,,,
2022-02-26 14:01:19.244012,5,0.00011523581,,,,
2022-02-26 14:01:19.244512,5,8.218583e-05,,,,
2022-02-26 14:01:19.245012,5,6.3428655e-05,,,,
2022-02-26 14:01:19.245512,5,5.7519006e-05,,,,
2022-02-26 14:01:19.246012,5,5.7319856e-05,,,,
2022-02-26 14:01:19.246512,5,5.490643e-05,,,,
2022-02-26 14:01:19.247012,5,4.9007765e-05,,,,
2022-02-26 14:01:19.247512,5,4.591093e-05,,,,
2022-02-26 14:01:19.248012,5,4.928e-05,,,,
2022-02-26 14:01:19.248512,5,5.4363398e-05,,,,
2022-02-26 14:01:19.249012,5,5.1490733e-05,,,,
2022-02-26 14:01:19.249512,5,3.3780994e-05,,,,
2022-02-26 14:01:19.250012,5,3.8542426e-06,,,,
2022-02-26 14:01:19.250512,5,-2.6517298e-05,,,,
2022-02-26 14:01:19.251012,5,-4.2409338e-05,,,,
2022-02-26 14:01:19.251512,5,-4.0096413e-05,,,,
2022-02-26 14:01:19.252012,5,-3.1004263e-05,,,,
2022-02-26 14:01:19.252512,5,-2.1944723e-05,,,,
2022-02-26 14:01:19.253012,5,-8.15157e-06,,,,
2022-02-26 14:01:19.253512,5,1.4664101e-05,,,,
2022-02-26 14:01:19.254012,5,4.546171e-05,,,,
2022-02-26 14:01:19.254512,5,7.9090394e-05,,,,
2022-02-26 14:01:19.255012,5,0.00010850319,,,,
2022-02-26 14:01:19.255512,5,0.00012780345,,,,
2022-02-26 14:01:19.256012,5,0.00013652803,,,,
2022-02-26 14:01:19.256512,5,0.00013942255,,,,
2022-02-26 14:01:19.257012,5,0.00013726566,,,,
2022-02-26 14:01:19.257512,5,0.00012559959,,,,
2022-02-26 14:01:19.258012,5,0.00010334052,,,,
2022-02-26 14:01:19.258512,5,7.25789e-05,,,,
2022-02-26 14:01:19.259012,5,3.2791253e-05,,,,
2022-02-26 14:01:19.259512,5,-1.0980399e-05,,,,
2022-02-26 14:01:19.260012,5,-4.0643874e-05,,,,
2022-02-26 14:01:19.260512,5,-4.745795e-05,,,,
2022-02-26 14:01:19.261012,5,-4.5752473e-05,,,,
2022-02-26 14:01:19.261512,5,-4.933935e-05,,,,
2022-02-26 14:01:19.262012,5,-5.6405e-05,,,,
2022-02-26 14:01:19.262512,5,-5.4477583e-05,,,,
2022-02-26 14:01:19.263012,5,-3.254229e-05,,,,
2022-02-26 14:01:19.263512,5,4.672685e-06,,,,
2022-02-26 14:01:19.264012,5,4.345708e-05,,,,
2022-02-26 14:01:19.264512,5,7.702734e-05,,,,
2022-02-26 14:01:19.265012,5,0.00010477832,,,,
2022-02-26 14:01:19.265512,5,0.00012573239,,,,
2022-02-26 14:01:19.266012,5,0.00013860487,,,,
2022-02-26 14:01:19.266512,5,0.00014333901,,,,
2022-02-26 14:01:19.267012,5,0.00013920135,,,,
2022-02-26 14:01:19.267512,5,0.00012931699,,,,
2022-02-26 14:01:19.268012,5,0.00012701089,,,,
2022-02-26 14:01:19.268512,5,0.00014032137,,,,
2022-02-26 14:01:19.269012,5,0.00015809284,,,,
2022-02-26 14:01:19.269512,5,0.00016812171,,,,
2022-02-26 14:01:19.270012,5,0.00017148741,,,,
2022-02-26 14:01:19.270512,5,0.00017392104,,,,
2022-02-26 14:01:19.271012,5,0.00017985282,,,,
2022-02-26 14:01:19.271512,5,0.00019150552,,,,
2022-02-26 14:01:19.272012,5,0.00020662269,,,,
2022-02-26 14:01:19.272512,5,0.00021981297,,,,
2022-02-26 14:01:19.273012,5,0.00022597187,,,,
2022-02-26 14:01:19.273512,5,0.00022158069,,,,
2022-02-26 14:01:19.274012,5,0.00020870098,,,,
2022-02-26 14:01:19.274512,5,0.00019651961,,,,
2022-02-26 14:01:19.275012,5,0.0001913082,,,,
2022-02-26 14:01:19.275512,5,0.00018873767,,,,
2022-02-26 14:01:19.276012,5,0.00017653138,,,,
2022-02-26 14:01:19.276512,5,0.0001466192,,,,
2022-02-26 14:01:19.277012,5,0.000107262895,,,,
2022-02-26 14:01:19.277512,5,7.351147e-05,,,,
