,Sensor_id,EMG,qw,qx,qy,qz
2022-02-26 14:00:08.790706,5,0.0,,,,
2022-02-26 14:00:08.791206,5,0.0,,,,
2022-02-26 14:00:08.791706,5,0.0,,,,
2022-02-26 14:00:08.792206,5,0.0,,,,
2022-02-26 14:00:08.792706,5,0.0,,,,
2022-02-26 14:00:08.793206,5,0.0,,,,
2022-02-26 14:00:08.793706,5,0.0,,,,
2022-02-26 14:00:08.794206,5,0.0,,,,
2022-02-26 14:00:08.794706,5,0.0,,,,
2022-02-26 14:00:08.795206,5,0.0,,,,
2022-02-26 14:00:08.795706,5,0.0,,,,
2022-02-26 14:00:08.796206,5,0.0,,,,
2022-02-26 14:00:08.796706,5,0.0,,,,
2022-02-26 14:00:08.797206,5,0.0,,,,
2022-02-26 14:00:08.797706,5,0.0,,,,
2022-02-26 14:00:08.798206,5,0.0,,,,
2022-02-26 14:00:08.798706,5,0.0,,,,
2022-02-26 14:00:08.799206,5,0.0,,,,
2022-02-26 14:00:08.799706,5,0.0,,,,
2022-02-26 14:00:08.800206,5,0.0,,,,
2022-02-26 14:00:08.800706,5,0.0,,,,
2022-02-26 14:00:08.801206,5,0.0,,,,
2022-02-26 14:00:08.801706,5,0.0,,,,
2022-02-26 14:00:08.802206,5,0.0,,,,
2022-02-26 14:00:08.802706,5,0.0,,,,
2022-02-26 14:00:08.803206,5,0.0,,,,
2022-02-26 14:00:08.803706,5,0.0,,,,
2022-02-26 14:00:08.804206,5,0.0,,,,
2022-02-26 14:00:08.804706,5,0.0,,,,
2022-02-26 14:00:08.805206,5,0.0,,,,
2022-02-26 14:00:08.805706,5,0.0,,,,
2022-02-26 14:00:08.806206,5,0.0,,,,
2022-02-26 14:00:08.806706,5,0.0,,,,
2022-02-26 14:00:08.807206,5,0.0,,,,
2022-02-26 14:00:08.807706,5,0.0,,,,
2022-02-26 14:00:08.808206,5,0.0,,,,
2022-02-26 14:00:08.808706,5,0.0,,,,
2022-02-26 14:00:08.809206,5,0.0,,,,
2022-02-26 14:00:08.809706,5,0.0,,,,
2022-02-26 14:00:08.810206,5,0.0,,,,
2022-02-26 14:00:08.810706,5,0.0,,,,
2022-02-26 14:00:08.811206,5,0.0,,,,
2022-02-26 14:00:08.811706,5,0.0,,,,
2022-02-26 14:00:08.812206,5,0.0,,,,
2022-02-26 14:00:08.812706,5,0.0,,,,
2022-02-26 14:00:08.813206,5,0.0,,,,
2022-02-26 14:00:08.813706,5,0.0,,,,
2022-02-26 14:00:08.814206,5,0.0,,,,
2022-02-26 14:00:08.814706,5,0.0,,,,
2022-02-26 14:00:08.815206,5,0.0,,,,
2022-02-26 14:00:08.815706,5,0.0,,,,
2022-02-26 14:00:08.816206,5,0.0,,,,
2022-02-26 14:00:08.816706,5,0.0,,,,
2022-02-26 14:00:08.817206,5,0.0,,,,
2022-02-26 14:00:08.817706,5,0.0,,,,
2022-02-26 14:00:08.818206,5,0.0,,,,
2022-02-26 14:00:08.818706,5,0.0,,,,
2022-02-26 14:00:08.819206,5,0.0,,,,
2022-02-26 14:00:08.819706,5,0.0,,,,
2022-02-26 14:00:08.820206,5,0.0,,,,
2022-02-26 14:00:08.820706,5,0.0,,,,
2022-02-26 14:00:08.821206,5,0.0,,,,
2022-02-26 14:00:08.821706,5,0.0,,,,
2022-02-26 14:00:08.822206,5,0.0,,,,
2022-02-26 14:00:08.822706,5,0.0,,,,
2022-02-26 14:00:08.823206,5,0.0,,,,
2022-02-26 14:00:08.823706,5,0.0,,,,
2022-02-26 14:00:08.824206,5,0.0,,,,
2022-02-26 14:00:08.824706,5,0.0,,,,
2022-02-26 14:00:08.825206,5,0.0,,,,
2022-02-26 14:00:08.825706,5,0.0,,,,
2022-02-26 14:00:08.826206,5,0.0,,,,
2022-02-26 14:00:08.826706,5,0.0,,,,
2022-02-26 14:00:08.827206,5,0.0,,,,
2022-02-26 14:00:08.827706,5,0.0,,,,
2022-02-26 14:00:08.828206,5,0.0,,,,
2022-02-26 14:00:08.828706,5,0.0,,,,
2022-02-26 14:00:08.829206,5,0.0,,,,
2022-02-26 14:00:08.829706,5,0.0,,,,
2022-02-26 14:00:08.830206,5,0.0,,,,
2022-02-26 14:00:08.830706,5,0.0,,,,
2022-02-26 14:00:08.831206,5,0.0,,,,
2022-02-26 14:00:08.831706,5,0.0,,,,
2022-02-26 14:00:08.832206,5,0.0,,,,
2022-02-26 14:00:08.832706,5,0.0,,,,
2022-02-26 14:00:08.833206,5,0.0,,,,
2022-02-26 14:00:08.833706,5,0.0,,,,
2022-02-26 14:00:08.834206,5,0.0,,,,
2022-02-26 14:00:08.834706,5,0.0,,,,
2022-02-26 14:00:08.835206,5,0.0,,,,
2022-02-26 14:00:08.835706,5,0.0,,,,
2022-02-26 14:00:08.836206,5,0.0,,,,
2022-02-26 14:00:08.836706,5,0.0,,,,
2022-02-26 14:00:08.837206,5,0.0,,,,
2022-02-26 14:00:08.837706,5,0.0,,,,
2022-02-26 14:00:08.838206,5,0.0,,,,
2022-02-26 14:00:08.838706,5,0.0,,,,
2022-02-26 14:00:08.839206,5,0.0,,,,
2022-02-26 14:00:08.839706,5,0.0,,,,
2022-02-26 14:00:08.840206,5,0.0,,,,
2022-02-26 14:00:08.840706,5,0.0,,,,
2022-02-26 14:00:08.841206,5,0.0,,,,
2022-02-26 14:00:08.841706,5,0.0,,,,
2022-02-26 14:00:08.842206,5,0.0,,,,
2022-02-26 14:00:08.842706,5,0.0,,,,
2022-02-26 14:00:08.843206,5,0.0,,,,
2022-02-26 14:00:08.843706,5,0.0,,,,
2022-02-26 14:00:08.844206,5,8.664725e-06,,,,
2022-02-26 14:00:08.844706,5,5.046109e-05,,,,
2022-02-26 14:00:08.845206,5,0.00012227609,,,,
2022-02-26 14:00:08.845706,5,0.00016348288,,,,
2022-02-26 14:00:08.846206,5,0.00014908239,,,,
2022-02-26 14:00:08.846706,5,0.0001368367,,,,
2022-02-26 14:00:08.847206,5,0.00015008831,,,,
2022-02-26 14:00:08.847706,5,0.00014619392,,,,
2022-02-26 14:00:08.848206,5,0.00011931465,,,,
2022-02-26 14:00:08.848706,5,0.0001039924,,,,
2022-02-26 14:00:08.849206,5,0.000105992665,,,,
2022-02-26 14:00:08.849706,5,0.00010970556,,,,
2022-02-26 14:00:08.850206,5,0.00011198481,,,,
2022-02-26 14:00:08.850706,5,0.00011297267,,,,
2022-02-26 14:00:08.851206,5,0.0001023451,,,,
2022-02-26 14:00:08.851706,5,6.744618e-05,,,,
2022-02-26 14:00:08.852206,5,9.068055e-06,,,,
2022-02-26 14:00:08.852706,5,-4.887618e-05,,,,
2022-02-26 14:00:08.853206,5,-7.293925e-05,,,,
2022-02-26 14:00:08.853706,5,-4.6419307e-05,,,,
2022-02-26 14:00:08.854206,5,1.2940752e-05,,,,
2022-02-26 14:00:08.854706,5,6.0857306e-05,,,,
2022-02-26 14:00:08.855206,5,7.863661e-05,,,,
2022-02-26 14:00:08.855706,5,9.169844e-05,,,,
2022-02-26 14:00:08.856206,5,0.00011251528,,,,
2022-02-26 14:00:08.856706,5,0.0001273321,,,,
2022-02-26 14:00:08.857206,5,0.00014107183,,,,
2022-02-26 14:00:08.857706,5,0.00016965938,,,,
2022-02-26 14:00:08.858206,5,0.00020384051,,,,
2022-02-26 14:00:08.858706,5,0.00022131509,,,,
2022-02-26 14:00:08.859206,5,0.00021069018,,,,
2022-02-26 14:00:08.859706,5,0.00017449056,,,,
2022-02-26 14:00:08.860206,5,0.00012614085,,,,
2022-02-26 14:00:08.860706,5,7.999554e-05,,,,
2022-02-26 14:00:08.861206,5,4.4125223e-05,,,,
2022-02-26 14:00:08.861706,5,1.8476128e-05,,,,
2022-02-26 14:00:08.862206,5,2.5325496e-06,,,,
2022-02-26 14:00:08.862706,5,9.932693e-06,,,,
2022-02-26 14:00:08.863206,5,4.708531e-05,,,,
2022-02-26 14:00:08.863706,5,8.812931e-05,,,,
2022-02-26 14:00:08.864206,5,0.00010476496,,,,
2022-02-26 14:00:08.864706,5,9.546796e-05,,,,
2022-02-26 14:00:08.865206,5,8.2539445e-05,,,,
2022-02-26 14:00:08.865706,5,9.2846596e-05,,,,
2022-02-26 14:00:08.866206,5,0.00012198475,,,,
2022-02-26 14:00:08.866706,5,0.00013752142,,,,
2022-02-26 14:00:08.867206,5,0.00012215007,,,,
2022-02-26 14:00:08.867706,5,8.957015e-05,,,,
2022-02-26 14:00:08.868206,5,6.788187e-05,,,,
2022-02-26 14:00:08.868706,5,6.271326e-05,,,,
2022-02-26 14:00:08.869206,5,4.8709007e-05,,,,
2022-02-26 14:00:08.869706,5,1.7447344e-05,,,,
2022-02-26 14:00:08.870206,5,-6.8764125e-06,,,,
2022-02-26 14:00:08.870706,5,-4.5543193e-06,,,,
2022-02-26 14:00:08.871206,5,2.1955111e-05,,,,
2022-02-26 14:00:08.871706,5,5.6434044e-05,,,,
2022-02-26 14:00:08.872206,5,8.107601e-05,,,,
